Arrival Delay (Minutes),Average Temperature(Celcius) /Day,Minimum Temperature(Celcius) /Day,Maximum Temperature(Celcius) /Day,Daily Precipitation(mm) /Day,Maximum Snowfall(mm) /Day,Wind Direction(Degrees) /Day,Wind Speed(km/h) /Day,Atmospheric Pressure(hPa) /Day,Day,Month,Year,Scheduled Arrival Hour,Scheduled Arrival Minute,Status,Origin Airport_EWR,Origin Airport_IAD,Origin Airport_ORD
51,14.4,13.3,16.7,16.5,0.0,165.0,7.6,1006.7,1,1,2022,23,10,Severely Late,0,1,0
-6,-0.9,-4.9,1.1,1.3,100.0,111.0,10.4,1010.5,1,1,2023,14,58,On-Time,0,0,0
1,11.3,7.2,14.4,0.0,0.0,241.0,13.0,1012.6,1,1,2023,23,14,On-Time,1,0,0
-10,4.3,2.8,7.2,4.1,0.0,245.0,6.1,1013.7,1,1,2023,23,57,On-Time,0,0,1
17,14.7,5.6,17.8,1.8,0.0,324.0,13.0,1006.6,2,1,2022,23,10,Late,0,1,0
155,-2.4,-4.3,-2.1,3.0,100.0,0.0,13.0,1008.6,2,1,2023,15,1,Severely Late,0,0,0
27,9.4,2.8,17.8,0.0,0.0,181.0,6.1,1019.4,2,1,2023,23,12,Late,0,1,0
-21,3.4,0.0,6.1,0.0,0.0,31.0,10.4,1016.8,2,1,2023,21,7,Early,0,0,1
21,2.6,-4.9,5.6,18.5,30.0,347.0,18.4,1019.7,3,1,2022,23,10,Late,0,1,0
-6,-5.2,-8.8,-3.8,0.0,100.0,192.0,11.2,1011.3,3,1,2023,14,58,On-Time,0,0,0
-3,4.8,3.9,8.9,28.4,0.0,28.0,12.2,1003.9,3,1,2023,21,7,On-Time,0,0,1
135,-3.3,-8.2,0.0,0.0,80.0,195.0,9.0,1029.1,4,1,2022,23,44,Severely Late,0,1,0
-12,-5.7,-11.6,-1.0,0.0,100.0,178.0,14.4,1018.1,4,1,2023,14,59,Early,0,0,0
14,3.9,0.6,6.7,0.0,0.0,228.0,13.3,1006.5,4,1,2023,21,17,Late,0,0,1
8,-0.7,-4.3,5.6,0.0,0.0,231.0,22.3,1015.5,5,1,2020,21,47,On-Time,0,0,1
-14,-0.6,-3.8,2.8,0.0,50.0,187.0,12.6,1013.8,5,1,2022,23,44,Early,0,1,0
0,-6.9,-12.1,-1.0,0.0,100.0,236.0,9.7,1020.9,5,1,2023,14,59,On-Time,0,0,0
0,0.6,0.0,1.1,0.5,0.0,234.0,13.7,1011.7,5,1,2023,21,17,On-Time,0,0,1
-18,1.0,-2.7,5.6,0.0,0.0,243.0,15.5,1019.9,6,1,2020,21,19,Early,0,0,1
1,1.9,-2.7,5.0,0.0,30.0,24.0,8.6,1012.5,6,1,2022,23,44,On-Time,0,1,0
-8,-3.6,-8.8,3.3,0.0,100.0,244.0,10.8,1017.8,6,1,2023,14,59,On-Time,0,0,0
6,-0.5,-3.8,1.1,0.0,0.0,259.0,11.2,1021.0,6,1,2023,21,17,On-Time,0,0,1
-31,6.4,4.4,11.7,11.2,0.0,189.0,25.2,1007.0,7,1,2019,20,49,Early,0,0,1
-14,1.1,-2.1,4.4,0.0,0.0,252.0,17.3,1016.0,7,1,2020,21,19,Early,0,0,1
17,-1.0,-5.5,1.7,6.6,130.0,313.0,24.5,1018.7,7,1,2022,23,44,Late,0,1,0
-6,-1.9,-7.1,3.3,0.0,100.0,164.0,16.6,1025.1,7,1,2023,14,59,On-Time,0,0,0
39,-1.8,-2.7,0.0,0.0,0.0,352.0,9.4,1028.5,7,1,2023,21,17,Severely Late,0,0,1
42,5.2,-4.3,7.2,0.0,0.0,263.0,23.4,1010.2,8,1,2019,20,49,Severely Late,0,0,1
-17,-4.5,-9.9,-1.6,0.0,0.0,1.0,18.0,1027.5,8,1,2020,21,19,Early,0,0,1
-6,-4.4,-9.9,0.6,0.0,80.0,266.0,9.0,1035.1,8,1,2022,23,44,On-Time,0,1,0
15,-1.3,-7.7,8.9,0.0,100.0,201.0,15.8,1020.1,8,1,2023,15,2,Late,0,0,0
-12,-1.1,-3.2,0.6,0.0,0.0,319.0,7.9,1024.3,8,1,2023,21,17,Early,0,0,1
-11,-4.9,-9.3,-4.3,0.0,0.0,308.0,22.0,1024.6,9,1,2019,20,49,Early,0,0,1
-23,0.0,-4.9,10.0,0.5,0.0,171.0,25.9,1017.6,9,1,2020,21,19,Early,0,0,1
102,0.6,-1.6,6.7,8.1,50.0,191.0,11.9,1023.5,9,1,2022,23,44,Severely Late,0,1,0
-10,2.8,-5.5,6.7,0.0,80.0,214.0,14.8,1014.8,9,1,2023,14,59,On-Time,0,0,0
-16,-0.6,-3.8,6.7,0.0,0.0,206.0,13.7,1018.9,9,1,2023,21,17,Early,0,0,1
52,4.8,2.8,8.9,0.3,0.0,282.0,11.5,1014.4,9,1,2023,23,12,Severely Late,1,0,0
25,-7.8,-9.9,-4.3,0.0,0.0,329.0,7.2,1030.2,10,1,2019,20,49,Late,0,0,1
115,7.9,2.2,10.0,21.3,0.0,43.0,18.4,1016.7,10,1,2020,21,19,Severely Late,0,0,1
30,2.1,-3.2,5.6,0.0,0.0,310.0,27.0,1023.7,10,1,2022,23,44,Late,0,1,0
38,3.3,-2.1,11.7,0.0,50.0,208.0,16.2,1007.7,10,1,2023,14,59,Severely Late,0,0,0
-14,4.7,1.1,10.0,0.0,0.0,191.0,7.9,1011.5,10,1,2023,21,38,Early,0,0,1
-12,4.7,1.1,10.0,0.0,0.0,191.0,7.9,1011.5,10,1,2023,21,17,Early,0,0,1
-23,3.9,0.6,6.1,0.0,0.0,275.0,12.2,1017.1,10,1,2023,23,12,Early,1,0,0
-5,-4.8,-8.2,-1.0,0.0,0.0,181.0,7.9,1028.2,11,1,2019,20,49,On-Time,0,0,1
41,1.3,-3.8,2.8,9.4,0.0,12.0,40.3,1011.5,11,1,2020,21,19,Severely Late,0,0,1
-18,-3.7,-7.1,-2.1,0.0,0.0,335.0,14.0,1032.9,11,1,2022,23,44,Early,0,1,0
35,1.3,-2.7,3.3,1.8,50.0,351.0,12.6,1011.6,11,1,2023,14,59,Severely Late,0,0,0
-12,6.1,3.3,13.9,0.0,0.0,53.0,5.4,1009.2,11,1,2023,21,17,Early,0,0,1
-4,4.1,2.2,5.0,0.0,0.0,39.0,9.7,1023.4,11,1,2023,23,12,On-Time,1,0,0
67,-1.0,-1.6,0.0,3.0,0.0,86.0,18.4,1027.0,12,1,2019,20,49,Severely Late,0,0,1
157,-3.1,-4.9,-0.5,0.0,50.0,37.0,10.4,1024.1,12,1,2020,21,19,Severely Late,0,0,1
-14,-1.1,-7.1,8.9,0.0,0.0,184.0,13.7,1022.8,12,1,2022,23,44,Early,0,1,0
-14,-1.2,-8.8,5.0,0.0,50.0,212.0,13.3,1028.7,12,1,2023,14,59,Early,0,0,0
-7,4.6,2.2,6.1,0.0,0.0,0.0,23.0,1014.5,12,1,2023,21,17,On-Time,0,0,1
146,6.6,3.9,13.9,5.3,0.0,83.0,10.4,1016.8,12,1,2023,23,12,Severely Late,1,0,0
-4,-1.3,-3.8,-0.5,0.3,50.0,33.0,20.2,1028.9,13,1,2019,20,49,On-Time,0,0,1
-18,-0.5,-0.5,0.6,0.0,50.0,208.0,13.3,1025.1,13,1,2020,21,19,Early,0,0,1
-3,3.4,-3.2,10.0,0.0,0.0,13.0,4.0,1014.3,13,1,2022,23,44,On-Time,0,1,0
10,0.2,-6.6,8.3,0.0,30.0,221.0,10.1,1023.1,13,1,2023,14,59,On-Time,0,0,0
2,0.6,-3.2,2.2,0.5,0.0,344.0,23.0,1023.8,13,1,2023,21,17,On-Time,0,0,1
21,12.2,3.3,15.0,2.8,0.0,253.0,22.3,1002.3,13,1,2023,23,12,Late,1,0,0
-8,-3.7,-4.9,-2.7,0.0,50.0,262.0,13.3,1027.5,14,1,2019,20,49,On-Time,0,0,1
-12,1.5,-3.8,3.9,0.0,30.0,226.0,13.7,1019.8,14,1,2020,21,19,Early,0,0,1
-7,3.6,-2.1,7.8,0.0,0.0,332.0,19.4,1012.4,14,1,2022,23,44,On-Time,0,1,0
6,5.5,0.6,15.0,0.0,30.0,188.0,15.8,1007.5,14,1,2023,14,59,On-Time,0,0,0
68,-2.8,-4.3,-0.5,0.0,0.0,222.0,11.9,1025.1,14,1,2023,21,17,Severely Late,0,0,1
-2,2.8,0.6,3.3,0.0,0.0,340.0,28.8,1010.0,14,1,2023,23,12,On-Time,1,0,0
-8,-3.6,-4.3,0.0,0.0,30.0,238.0,18.0,1021.3,15,1,2019,20,49,On-Time,0,0,1
88,-0.2,-3.8,2.2,0.0,0.0,14.0,13.0,1019.7,15,1,2020,21,19,Severely Late,0,0,1
-8,-1.8,-8.2,0.6,0.0,0.0,10.0,16.9,1025.2,15,1,2022,23,44,On-Time,0,1,0
21,3.6,-1.6,6.1,0.0,0.0,325.0,10.1,998.1,15,1,2023,15,2,Late,0,0,0
100,-0.3,-3.2,6.7,0.0,0.0,164.0,20.9,1018.0,15,1,2023,21,17,Severely Late,0,0,1
21,2.4,0.0,7.8,0.0,0.0,351.0,31.0,1015.7,15,1,2023,23,12,Late,1,0,0
-12,-0.4,-2.1,1.1,0.0,30.0,16.0,15.1,1023.4,16,1,2019,20,49,Early,0,0,1
-15,-4.0,-11.6,-1.6,0.0,0.0,311.0,18.7,1037.0,16,1,2020,21,19,Early,0,0,1
0,-7.3,-9.9,5.0,28.4,0.0,28.0,14.0,1019.1,16,1,2022,23,44,On-Time,0,1,0
-10,1.6,-4.3,8.3,0.0,0.0,181.0,11.9,1001.9,16,1,2023,14,59,On-Time,0,0,0
17,5.4,4.4,11.1,4.6,0.0,169.0,22.3,1004.1,16,1,2023,21,17,Late,0,0,1
-6,2.8,-1.6,10.6,0.0,0.0,314.0,17.3,1012.2,16,1,2023,23,12,On-Time,1,0,0
-9,-0.9,-2.1,1.7,0.0,0.0,9.0,9.0,1019.1,17,1,2019,20,49,On-Time,0,0,1
0,-7.3,-11.6,-1.6,9.4,0.0,86.0,16.9,1036.5,17,1,2020,21,19,On-Time,0,0,1
11,1.8,0.0,5.0,1.8,50.0,261.0,26.3,993.0,17,1,2022,23,44,Late,0,1,0
-15,-0.8,-4.3,1.7,10.9,0.0,336.0,11.2,1004.9,17,1,2023,14,59,Early,0,0,0
5,6.4,2.8,9.4,0.0,0.0,253.0,23.8,1003.0,17,1,2023,21,17,On-Time,0,0,1
-9,4.8,-0.5,8.9,0.0,0.0,234.0,10.1,1006.1,17,1,2023,23,12,On-Time,1,0,0
50,-1.3,-2.7,-0.5,3.0,0.0,14.0,16.9,1020.9,18,1,2019,20,49,Severely Late,0,0,1
-2,-1.5,-14.9,1.7,10.2,50.0,225.0,25.6,1010.9,18,1,2020,21,19,On-Time,0,0,1
-8,1.4,-4.3,4.4,0.0,30.0,288.0,15.8,1016.7,18,1,2022,23,44,On-Time,0,1,0
48,-3.5,-8.2,-2.7,11.2,150.0,341.0,21.6,1008.5,18,1,2023,14,59,Severely Late,0,0,0
-8,3.2,2.2,5.0,6.1,0.0,41.0,17.3,1013.4,18,1,2023,21,17,On-Time,0,0,1
12,8.7,4.4,13.9,0.5,0.0,268.0,19.4,1009.2,18,1,2023,23,12,Late,1,0,0
0,-3.1,-11.6,-2.1,4.6,100.0,31.0,32.4,1017.9,19,1,2019,20,49,On-Time,0,0,1
30,-12.8,-16.6,-7.1,0.0,50.0,284.0,20.9,1026.3,19,1,2020,21,19,Late,0,0,1
-9,2.1,-3.8,11.7,1.8,0.0,196.0,16.9,1018.3,19,1,2022,23,44,On-Time,0,1,0
-5,-5.1,-13.2,0.0,0.0,130.0,201.0,14.4,1017.3,19,1,2023,14,59,On-Time,0,0,0
-2,3.8,1.1,5.6,3.6,0.0,223.0,14.0,1000.8,19,1,2023,21,17,On-Time,0,0,1
59,6.2,3.3,6.7,24.1,0.0,16.0,9.0,1012.0,19,1,2023,23,12,Severely Late,1,0,0
9,-11.2,-15.5,-9.9,0.0,130.0,335.0,21.6,1026.8,20,1,2019,20,49,On-Time,0,0,1
-6,-5.9,-8.2,-0.5,0.0,50.0,333.0,10.8,1035.7,20,1,2020,21,19,On-Time,0,0,1
-19,3.9,-3.8,5.0,12.2,0.0,344.0,15.8,1022.1,20,1,2022,23,44,Early,0,1,0
0,-7.4,-11.0,-2.7,0.0,130.0,284.0,6.1,1023.8,20,1,2023,14,59,On-Time,0,0,0
-9,1.0,-1.6,1.7,0.0,0.0,287.0,17.3,1017.9,20,1,2023,21,17,On-Time,0,0,1
-14,7.1,3.3,10.6,0.0,0.0,268.0,19.1,1005.8,20,1,2023,23,12,Early,1,0,0
-7,-12.6,-16.0,-8.2,0.0,130.0,139.0,13.7,1033.0,21,1,2019,20,49,On-Time,0,0,1
-9,-6.1,-9.3,-1.6,0.0,50.0,231.0,12.2,1034.6,21,1,2020,21,19,On-Time,0,0,1
-16,-5.4,-8.8,-3.8,0.0,0.0,359.0,18.7,1032.9,21,1,2022,23,44,Early,0,1,0
8,-6.2,-10.5,-1.6,0.3,130.0,280.0,13.7,1021.5,21,1,2023,14,59,On-Time,0,0,0
-8,-1.3,-2.1,0.0,0.0,0.0,230.0,12.6,1021.2,21,1,2023,21,17,On-Time,0,0,1
21,5.2,3.3,5.6,0.0,0.0,308.0,16.2,1019.9,21,1,2023,23,12,Late,1,0,0
370,-7.4,-10.5,0.6,4.6,130.0,164.0,15.1,1019.8,22,1,2019,20,49,Severely Late,0,0,1
-19,-2.7,-4.3,1.1,0.0,50.0,190.0,19.8,1023.3,22,1,2020,21,19,Early,0,0,1
21,-5.7,-11.0,-0.5,0.0,0.0,347.0,9.4,1027.7,22,1,2022,23,44,Late,0,1,0
61,-4.4,-11.0,-1.0,0.0,130.0,157.0,13.7,1015.4,22,1,2023,15,2,Severely Late,0,0,0
-16,-0.3,-3.2,1.1,3.3,30.0,337.0,7.9,1012.8,22,1,2023,21,17,Early,0,0,1
2,4.1,2.8,6.1,12.7,0.0,165.0,11.5,1018.3,22,1,2023,23,12,On-Time,1,0,0
34,-1.4,-7.1,1.1,5.6,100.0,320.0,15.8,1008.2,23,1,2019,20,49,Severely Late,0,0,1
108,-0.2,-1.6,1.1,4.3,50.0,153.0,12.2,1018.0,23,1,2020,21,19,Severely Late,0,0,1
20,-2.8,-8.2,3.9,0.0,0.0,288.0,6.1,1013.5,23,1,2022,23,44,Late,0,1,0
13,-5.7,-8.8,-1.0,0.3,100.0,356.0,10.1,1021.3,23,1,2023,14,59,Late,0,0,0
-3,-3.0,-6.0,-1.0,0.0,0.0,257.0,19.4,1018.4,23,1,2023,21,17,On-Time,0,0,1
24,4.1,2.8,5.0,7.4,0.0,325.0,23.8,1004.6,23,1,2023,23,12,Late,1,0,0
13,-8.6,-16.6,-5.5,0.0,130.0,254.0,18.7,1013.1,24,1,2019,20,49,Late,0,0,1
3,1.6,0.0,2.8,10.2,30.0,48.0,7.6,1010.9,24,1,2020,21,19,On-Time,0,0,1
-16,1.5,-3.2,5.0,0.0,0.0,243.0,10.8,1011.2,24,1,2022,23,44,Early,0,1,0
-2,-5.2,-8.2,0.6,0.0,100.0,202.0,10.8,1020.4,24,1,2023,14,59,On-Time,0,0,0
-13,-0.7,-2.1,2.2,0.0,0.0,263.0,10.1,1021.4,24,1,2023,21,17,Early,0,0,1
-4,4.5,2.2,10.0,0.0,0.0,273.0,20.9,1020.4,24,1,2023,23,12,On-Time,1,0,0
59,-17.1,-21.0,-14.9,0.8,130.0,261.0,15.1,1023.6,25,1,2019,20,49,Severely Late,0,0,1
-1,0.7,0.0,1.1,3.0,30.0,250.0,13.3,1010.0,25,1,2020,21,19,On-Time,0,0,1
-11,2.4,-2.7,7.8,0.0,0.0,346.0,13.0,1015.2,25,1,2022,23,44,Early,0,1,0
25,-4.9,-7.1,-0.5,0.5,100.0,296.0,13.0,1023.2,25,1,2023,14,59,Late,0,0,0
12,0.7,-0.5,1.1,7.6,50.0,1.0,13.3,1008.6,25,1,2023,21,17,Late,0,0,1
31,4.1,1.1,14.4,24.1,0.0,73.0,13.7,1018.6,25,1,2023,23,12,Severely Late,1,0,0
51,-16.6,-21.6,-11.0,1.5,180.0,249.0,9.4,1020.2,26,1,2019,20,49,Severely Late,0,0,1
-8,-0.2,-2.7,0.6,0.0,30.0,261.0,15.1,1013.0,26,1,2020,21,19,On-Time,0,0,1
-11,-2.5,-8.8,0.6,0.0,0.0,359.0,10.8,1028.4,26,1,2022,23,44,Early,0,1,0
52,-3.9,-9.3,2.8,0.0,100.0,237.0,20.2,1022.0,26,1,2023,14,59,Severely Late,0,0,0
16,-1.9,-9.3,0.0,1.0,50.0,254.0,16.9,1013.3,26,1,2023,21,17,Late,0,0,1
-8,9.4,4.4,14.4,9.7,0.0,247.0,29.5,1003.5,26,1,2023,23,12,On-Time,1,0,0
-8,-15.7,-20.5,-11.6,0.0,180.0,259.0,11.2,1019.5,27,1,2019,20,49,On-Time,0,0,1
-11,-1.2,-2.7,1.7,0.0,0.0,304.0,9.4,1015.4,27,1,2020,21,19,Early,0,0,1
-16,-5.1,-12.1,2.2,0.0,0.0,201.0,8.3,1028.8,27,1,2022,23,44,Early,0,1,0
13,0.4,-9.9,5.0,0.0,80.0,230.0,16.2,1010.6,27,1,2023,14,59,Late,0,0,0
-1,-5.6,-10.5,2.2,1.5,50.0,218.0,24.5,1011.3,27,1,2023,21,17,On-Time,0,0,1
-6,4.2,-0.5,7.2,0.0,0.0,237.0,13.7,1018.9,27,1,2023,23,12,On-Time,1,0,0
353,-7.6,-13.2,1.1,13.5,230.0,227.0,20.5,1004.8,28,1,2019,20,49,Severely Late,0,0,1
-3,0.1,-0.5,0.6,0.0,0.0,300.0,9.4,1019.2,28,1,2020,21,19,On-Time,0,0,1
6,0.6,-2.1,3.3,3.3,0.0,50.0,8.6,1018.3,28,1,2022,23,44,On-Time,0,1,0
-10,-3.6,-13.8,1.7,0.5,80.0,96.0,18.4,1013.7,28,1,2023,14,59,On-Time,0,0,0
-10,-4.6,-7.1,-0.5,3.8,30.0,7.0,13.3,1020.5,28,1,2023,21,17,On-Time,0,0,1
1,5.3,-0.5,12.8,0.0,0.0,228.0,14.4,1023.9,28,1,2023,23,12,On-Time,1,0,0
-5,-14.6,-23.2,-12.1,0.0,250.0,261.0,23.4,1014.8,29,1,2019,20,49,On-Time,0,0,1
-10,-0.2,-1.0,1.1,0.0,0.0,28.0,7.6,1022.3,29,1,2020,21,19,On-Time,0,0,1
-8,-2.9,-7.1,0.0,0.0,30.0,331.0,27.7,1013.0,29,1,2022,23,44,On-Time,0,1,0
0,-14.4,-20.5,-13.8,0.3,80.0,72.0,15.8,1024.5,29,1,2023,15,2,On-Time,0,0,0
-2,-3.4,-7.7,-0.5,0.5,80.0,341.0,17.3,1023.2,29,1,2023,21,17,On-Time,0,0,1
5,8.3,3.3,12.2,0.0,0.0,216.0,12.2,1022.7,29,1,2023,23,12,On-Time,1,0,0
0,-25.9,-30.5,-23.2,0.0,200.0,260.0,24.5,1025.2,30,1,2019,20,49,On-Time,0,0,1
74,0.6,0.0,1.7,0.0,0.0,177.0,5.8,1022.7,30,1,2020,21,19,Severely Late,0,0,1
-7,-6.1,-12.7,-1.0,0.0,30.0,210.0,6.1,1018.6,30,1,2022,23,44,On-Time,0,1,0
-24,-20.1,-23.2,-15.5,1.5,80.0,94.0,8.3,1028.8,30,1,2023,14,59,Early,0,0,0
4,-9.5,-14.9,-7.7,0.5,80.0,313.0,15.5,1029.7,30,1,2023,21,17,On-Time,0,0,1
3,8.4,3.9,13.9,0.0,0.0,220.0,9.4,1020.2,30,1,2023,23,12,On-Time,1,0,0
0,-26.1,-29.3,-17.1,1.3,200.0,229.0,10.1,1030.5,31,1,2019,20,49,On-Time,0,0,1
-3,1.2,0.0,2.8,2.0,0.0,180.0,8.6,1020.9,31,1,2020,21,19,On-Time,0,0,1
-10,-2.0,-8.2,3.3,0.0,30.0,36.0,6.5,1025.1,31,1,2022,23,44,On-Time,0,1,0
-12,-14.9,-21.6,-4.9,0.3,100.0,178.0,13.3,1026.1,31,1,2023,14,59,Early,0,0,0
-25,-14.3,-18.2,-11.0,0.0,80.0,269.0,9.7,1030.7,31,1,2023,21,17,Early,0,0,1
-13,5.6,0.0,9.4,1.5,0.0,348.0,16.9,1021.9,31,1,2023,23,12,Early,1,0,0
3,-13.9,-17.1,-6.0,0.5,230.0,136.0,8.3,1026.8,1,2,2019,20,49,On-Time,0,0,1
-12,2.0,1.1,3.3,0.3,0.0,225.0,18.4,1012.2,1,2,2020,21,19,Early,0,0,1
-17,-1.3,-8.2,6.1,0.0,0.0,40.0,3.6,1031.8,1,2,2022,23,44,Early,0,1,0
-9,-3.6,-9.9,5.6,0.0,230.0,204.0,18.0,1017.7,2,2,2019,20,49,On-Time,0,0,1
-15,5.2,1.7,11.1,0.0,0.0,242.0,23.0,1001.6,2,2,2020,21,19,Early,0,0,1
-19,1.7,-4.9,9.4,0.0,0.0,136.0,8.6,1029.0,2,2,2022,23,44,Early,0,1,0
-17,5.7,3.9,8.9,0.0,100.0,198.0,16.2,1010.4,3,2,2019,20,49,Early,0,0,1
-29,4.1,-1.0,8.9,0.0,0.0,25.0,15.5,1007.5,3,2,2020,21,19,Early,0,0,1
0,6.7,4.4,12.8,15.5,0.0,171.0,6.5,1021.4,3,2,2022,23,44,On-Time,0,1,0
40,8.5,-1.0,10.6,1.3,0.0,224.0,18.4,1007.6,4,2,2019,20,49,Severely Late,0,0,1
-23,2.4,-0.5,3.9,0.0,0.0,18.0,34.9,1016.4,4,2,2020,21,19,Early,0,0,1
-1,9.0,0.0,16.7,16.5,0.0,322.0,20.9,1013.7,4,2,2022,23,44,On-Time,0,1,0
-28,-1.4,-4.3,0.6,7.9,0.0,26.0,15.1,1018.7,5,2,2019,20,49,Early,0,0,1
-30,-1.1,-2.7,0.6,1.8,0.0,39.0,20.5,1017.7,5,2,2020,21,19,Early,0,0,1
-13,-0.1,-5.5,0.6,0.0,0.0,331.0,19.4,1027.7,5,2,2022,23,44,Early,0,1,0
-16,0.4,0.0,2.2,0.3,0.0,18.0,13.7,1013.8,6,2,2019,20,49,Early,0,0,1
-16,-1.8,-2.7,-1.0,1.3,30.0,7.0,20.9,1004.9,6,2,2020,21,19,Early,0,0,1
-10,-1.4,-8.8,2.8,0.0,0.0,71.0,3.6,1033.7,6,2,2022,23,44,On-Time,0,1,0
47,2.0,-12.1,6.7,18.0,0.0,349.0,20.9,1008.6,7,2,2019,20,49,Severely Late,0,0,1
-7,-1.1,-4.3,3.3,0.0,50.0,294.0,12.6,1007.8,7,2,2020,21,19,On-Time,0,0,1
-14,0.2,-4.3,6.1,0.3,0.0,354.0,3.6,1024.0,7,2,2022,23,44,Early,0,1,0
-10,-11.4,-15.5,-10.5,0.0,0.0,263.0,28.4,1032.1,8,2,2019,20,49,On-Time,0,0,1
10,0.2,-2.1,2.8,0.0,0.0,246.0,10.1,1019.5,8,2,2020,21,19,On-Time,0,0,1
-8,2.2,-4.9,8.9,0.0,0.0,345.0,7.6,1017.6,8,2,2022,23,44,On-Time,0,1,0
-22,-11.2,-15.5,-4.3,0.0,0.0,106.0,9.4,1043.8,9,2,2019,20,49,Early,0,0,1
17,-0.7,-3.8,2.8,3.6,0.0,188.0,16.2,1018.6,9,2,2020,21,19,Late,0,0,1
13,2.3,-6.0,13.9,0.0,0.0,193.0,8.3,1015.8,9,2,2022,23,44,Late,0,1,0
147,-4.8,-5.5,-2.1,1.0,0.0,115.0,11.2,1028.4,10,2,2019,20,49,Severely Late,0,0,1
-34,-0.1,-3.2,3.9,0.0,0.0,343.0,9.4,1020.2,10,2,2020,21,19,Early,0,0,1
-15,8.3,-0.5,15.6,0.0,0.0,254.0,10.4,1012.5,10,2,2022,23,44,Early,0,1,0
-8,-2.2,-2.7,-0.5,4.8,30.0,62.0,19.8,1019.8,11,2,2019,20,49,On-Time,0,0,1
-24,-0.7,-3.2,1.7,0.0,0.0,261.0,15.5,1020.4,11,2,2020,21,19,Early,0,0,1
29,2.4,-2.1,6.7,2.0,0.0,249.0,24.1,1003.0,11,2,2022,20,59,Late,0,0,1
-17,4.0,-4.9,8.3,6.1,0.0,355.0,18.0,1019.1,11,2,2022,15,9,Early,0,0,0
-13,6.1,-4.9,19.4,0.0,0.0,212.0,15.5,1013.4,11,2,2022,23,29,Early,0,1,0
55,0.0,-7.1,1.1,8.9,30.0,284.0,22.0,1003.5,12,2,2019,20,49,Severely Late,0,0,1
20,-1.3,-4.3,2.8,4.6,0.0,211.0,8.6,1015.9,12,2,2020,21,19,Late,0,0,1
48,-5.8,-10.5,-2.1,0.0,0.0,313.0,18.0,1025.5,12,2,2022,20,59,Severely Late,0,0,1
16,-3.9,-11.0,4.4,0.0,80.0,191.0,15.5,1029.2,12,2,2022,15,9,Late,0,0,0
-8,12.6,4.4,15.0,0.3,0.0,302.0,15.8,1015.5,12,2,2022,23,29,On-Time,0,1,0
-9,-7.5,-12.1,-2.7,0.3,50.0,243.0,20.5,1013.2,13,2,2019,20,49,On-Time,0,0,1
178,-4.4,-15.5,0.0,0.8,80.0,307.0,19.8,1019.8,13,2,2020,21,19,Severely Late,0,0,1
-7,-9.2,-11.0,-6.6,0.0,0.0,304.0,11.5,1026.1,13,2,2022,20,59,On-Time,0,0,1
-10,1.5,-6.6,13.9,0.0,50.0,224.0,15.5,1023.4,13,2,2022,15,9,On-Time,0,0,0
-8,2.6,-4.3,4.4,4.8,30.0,351.0,12.6,1020.1,13,2,2022,23,29,On-Time,0,1,0
-8,2.3,-2.7,10.0,0.0,30.0,199.0,16.9,1002.8,14,2,2019,21,20,On-Time,0,0,1
-18,2.3,-2.7,10.0,0.0,30.0,199.0,16.9,1002.8,14,2,2019,16,50,Early,0,0,1
63,-14.4,-18.8,-9.3,0.0,80.0,244.0,12.6,1034.2,14,2,2020,23,51,Severely Late,0,0,1
-12,-8.4,-9.9,-3.2,0.0,0.0,217.0,10.1,1026.4,14,2,2022,20,59,Early,0,0,1
5,6.1,-3.2,16.1,0.0,0.0,200.0,13.3,1015.1,14,2,2022,15,9,On-Time,0,0,0
-10,-2.8,-6.0,-0.5,0.0,0.0,307.0,15.1,1024.5,14,2,2022,23,29,On-Time,0,1,0
7,-5.1,-13.2,0.0,0.0,0.0,284.0,20.2,1013.0,15,2,2019,21,20,On-Time,0,0,1
-17,-7.5,-13.8,0.6,0.0,80.0,204.0,20.5,1021.0,15,2,2020,21,19,Early,0,0,1
-7,-2.2,-5.5,7.2,0.0,0.0,144.0,16.9,1025.7,15,2,2022,20,59,On-Time,0,0,1
-14,6.6,-1.0,13.9,0.0,0.0,249.0,13.0,1003.4,15,2,2022,15,9,Early,0,0,0
-25,-3.0,-8.8,3.9,0.0,0.0,187.0,6.5,1036.6,15,2,2022,23,29,Early,0,1,0
-17,-7.4,-10.5,-1.6,0.0,0.0,17.0,14.4,1019.3,16,2,2019,21,20,Early,0,0,1
-23,-1.1,-6.6,6.1,0.0,50.0,264.0,5.8,1019.9,16,2,2020,21,19,Early,0,0,1
41,7.6,5.0,12.8,21.1,0.0,207.0,25.6,1009.8,16,2,2022,20,59,Severely Late,0,0,1
-24,0.4,-8.8,1.1,6.1,80.0,57.0,16.2,1009.6,16,2,2022,15,9,Early,0,0,0
-7,2.9,-2.7,12.8,0.0,0.0,168.0,12.6,1034.5,16,2,2022,23,29,On-Time,0,1,0
0,-3.7,-4.3,-2.7,5.1,0.0,69.0,18.0,1012.9,17,2,2019,21,20,On-Time,0,0,1
-21,1.4,-2.1,5.0,3.3,30.0,120.0,14.8,1015.9,17,2,2020,21,19,Early,0,0,1
101,1.8,-8.8,5.0,5.6,0.0,356.0,31.0,1014.5,17,2,2022,20,59,Severely Late,0,0,1
