Arrival Delay (Minutes),Average Temperature(Celcius) /Day,Minimum Temperature(Celcius) /Day,Maximum Temperature(Celcius) /Day,Daily Precipitation(mm) /Day,Maximum Snowfall(mm) /Day,Wind Direction(Degrees) /Day,Wind Speed(km/h) /Day,Atmospheric Pressure(hPa) /Day,Day,Month,Year,Scheduled Arrival Hour,Scheduled Arrival Minute,Status,Origin Airport_EWR,Origin Airport_IAD,Origin Airport_ORD
19,-6.6,-9.9,-1.6,0.8,100.0,209.0,10.8,1022.7,17,2,2022,15,9,Late,0,0,0
45,12.3,6.7,20.0,0.0,0.0,188.0,25.9,1017.6,17,2,2022,23,29,Severely Late,0,1,0
1,-3.8,-7.7,-0.5,1.5,100.0,339.0,12.2,1026.4,18,2,2019,21,20,On-Time,0,0,1
-24,2.7,-3.8,3.9,0.0,0.0,279.0,22.0,1019.4,18,2,2020,21,19,Early,0,0,1
-5,-8.3,-13.8,-0.5,0.0,50.0,242.0,23.8,1018.2,18,2,2022,20,59,On-Time,0,0,1
-17,-0.8,-7.1,7.8,0.0,80.0,204.0,13.7,1022.0,18,2,2022,15,9,Early,0,0,0
13,12.3,-4.3,19.4,1.0,0.0,290.0,26.3,1011.2,18,2,2022,23,29,Late,0,1,0
-25,-5.7,-11.0,1.7,0.0,80.0,87.0,7.6,1034.6,19,2,2019,21,20,Early,0,0,1
-20,-4.1,-8.8,-0.5,0.0,0.0,322.0,14.0,1035.5,19,2,2020,21,19,Early,0,0,1
12,-7.1,-12.7,-3.8,0.0,50.0,266.0,22.7,1026.6,19,2,2022,20,59,Late,0,0,1
7,3.4,-3.2,15.0,0.0,30.0,215.0,15.8,1016.1,19,2,2022,15,9,On-Time,0,0,0
8,0.2,-6.6,8.9,0.0,0.0,292.0,23.8,1020.5,19,2,2022,23,29,On-Time,0,1,0
72,-0.5,-2.1,3.3,2.3,50.0,145.0,22.3,1012.8,20,2,2019,21,20,Severely Late,0,0,1
-1,-7.3,-12.7,-3.8,0.0,0.0,319.0,14.4,1039.4,20,2,2020,21,19,On-Time,0,0,1
48,-1.4,-8.2,8.3,0.0,30.0,208.0,27.7,1014.0,20,2,2022,20,59,Severely Late,0,0,1
-22,8.3,0.6,17.2,0.0,0.0,203.0,16.9,1005.2,20,2,2022,15,9,Early,0,0,0
-7,-1.9,-9.9,6.7,0.0,0.0,178.0,11.5,1030.2,20,2,2022,23,29,On-Time,0,1,0
-3,-0.6,-4.3,1.7,0.0,30.0,258.0,17.3,1021.5,21,2,2019,21,20,On-Time,0,0,1
-7,-5.9,-11.0,3.3,0.0,0.0,226.0,20.5,1033.2,21,2,2020,23,51,On-Time,0,0,1
-19,4.2,0.0,8.9,0.0,0.0,34.0,12.6,1013.4,21,2,2022,20,59,Early,0,0,1
-15,4.2,-16.6,12.8,0.0,0.0,106.0,25.6,1003.6,21,2,2022,15,9,Early,0,0,0
-8,7.3,-2.1,19.4,0.0,0.0,174.0,12.2,1025.5,21,2,2022,23,29,On-Time,0,1,0
26,-1.9,-7.1,5.0,0.0,0.0,44.0,12.2,1029.2,22,2,2019,21,20,Late,0,0,1
129,2.2,-2.1,10.6,0.0,0.0,213.0,22.0,1022.2,22,2,2020,21,19,Severely Late,0,0,1
-24,3.4,-4.9,6.7,22.1,0.0,359.0,19.4,1009.9,22,2,2022,20,59,Early,0,0,1
39,-15.1,-19.3,-13.2,2.3,0.0,41.0,16.2,1025.4,22,2,2022,15,9,Severely Late,0,0,0
33,12.5,5.0,18.3,1.0,0.0,182.0,20.5,1020.3,22,2,2022,23,29,Severely Late,0,1,0
-5,2.0,1.1,11.7,19.1,0.0,91.0,16.6,1011.2,23,2,2019,21,20,On-Time,0,0,1
176,6.3,1.7,12.8,0.0,0.0,225.0,16.9,1014.4,23,2,2020,21,19,Severely Late,0,0,1
-26,-5.9,-9.3,-4.9,0.0,0.0,341.0,18.4,1031.0,23,2,2022,20,59,Early,0,0,1
-18,-16.1,-21.6,-9.9,0.5,30.0,25.0,13.0,1026.0,23,2,2022,15,9,Early,0,0,0
-11,18.4,4.4,24.4,0.0,0.0,247.0,21.2,1018.1,23,2,2022,23,29,Early,0,1,0
0,3.0,-12.1,10.0,0.5,0.0,253.0,39.2,1003.3,24,2,2019,21,20,On-Time,0,0,1
-17,5.2,1.7,6.1,0.0,0.0,25.0,19.8,1012.1,24,2,2020,21,19,Early,0,0,1
58,-4.6,-6.0,-2.7,2.8,0.0,54.0,18.7,1027.0,24,2,2022,20,59,Severely Late,0,0,1
-13,-13.2,-16.0,-6.0,3.3,50.0,170.0,12.6,1021.3,24,2,2022,15,9,Early,0,0,0
-10,3.2,0.6,4.4,13.2,0.0,41.0,11.9,1028.7,24,2,2022,23,29,On-Time,0,1,0
68,-10.9,-14.3,-7.1,0.0,0.0,293.0,16.9,1030.1,25,2,2019,21,20,Severely Late,0,0,1
-8,3.2,0.6,5.0,1.5,0.0,23.0,37.4,1014.8,25,2,2020,21,19,On-Time,0,0,1
0,-3.7,-7.7,-0.5,1.8,80.0,315.0,11.9,1028.9,25,2,2022,20,59,On-Time,0,0,1
0,-11.1,-16.6,-2.7,0.0,50.0,280.0,10.8,1028.5,25,2,2022,15,9,On-Time,0,0,0
139,3.7,0.0,13.9,5.8,0.0,276.0,18.4,1021.3,25,2,2022,23,29,Severely Late,0,1,0
29,-8.4,-10.5,-4.9,0.0,0.0,45.0,20.2,1031.8,26,2,2019,21,20,Late,0,0,1
4,-0.6,-3.2,0.6,2.5,30.0,348.0,25.9,1018.6,26,2,2020,21,19,On-Time,0,0,1
-9,-6.2,-10.5,-0.5,0.0,30.0,235.0,16.9,1031.1,26,2,2022,20,59,On-Time,0,0,1
13,-5.9,-13.8,3.9,0.0,30.0,220.0,10.4,1028.1,26,2,2022,15,9,Late,0,0,0
4,2.7,0.0,6.1,0.0,0.0,335.0,11.9,1029.8,26,2,2022,23,29,On-Time,0,1,0
-4,-4.1,-9.9,-1.0,0.0,0.0,345.0,16.2,1022.4,27,2,2019,21,20,On-Time,0,0,1
-7,-2.5,-6.0,0.0,0.0,30.0,286.0,15.8,1018.0,27,2,2020,21,19,On-Time,0,0,1
2,0.2,-3.2,6.1,0.0,0.0,280.0,13.0,1023.4,27,2,2022,20,59,On-Time,0,0,1
11,1.3,-6.6,15.0,0.0,0.0,196.0,13.7,1025.0,27,2,2022,15,9,Late,0,0,0
-5,3.8,-2.1,12.8,0.0,0.0,303.0,11.5,1020.1,27,2,2022,23,29,On-Time,0,1,0
-9,-7.8,-11.6,-2.7,0.0,0.0,356.0,7.2,1024.5,28,2,2019,21,20,On-Time,0,0,1
-8,-4.3,-7.1,-1.0,0.0,30.0,300.0,14.8,1018.4,28,2,2020,0,13,On-Time,0,0,1
4,2.6,-2.7,11.7,0.0,0.0,196.0,16.9,1018.4,28,2,2022,20,59,On-Time,0,0,1
-9,7.1,0.6,18.3,0.0,0.0,230.0,15.5,1020.7,28,2,2022,15,9,On-Time,0,0,0
3,5.8,-1.0,9.4,0.0,0.0,22.0,11.9,1022.9,28,2,2022,23,29,On-Time,0,1,0
51,-3.5,-8.2,2.8,0.0,0.0,256.0,14.4,1021.7,29,2,2020,21,19,Severely Late,0,0,1
20,-2.9,-4.9,1.1,0.0,0.0,42.0,9.4,1022.0,1,3,2019,21,20,Late,0,0,1
-27,4.8,-1.0,15.6,0.0,0.0,197.0,20.9,1009.9,1,3,2020,21,19,Early,0,0,1
-8,6.9,2.2,12.2,0.0,0.0,345.0,11.9,1015.2,1,3,2022,20,59,On-Time,0,0,1
-7,10.8,3.3,20.6,0.0,0.0,185.0,16.2,1018.1,1,3,2022,15,9,On-Time,0,0,0
5,5.0,-0.5,13.3,0.0,0.0,174.0,14.0,1019.1,1,3,2022,23,29,On-Time,0,1,0
32,-1.6,-3.8,0.6,0.0,0.0,355.0,13.7,1023.6,2,3,2019,20,45,Severely Late,0,0,1
2,7.6,1.1,10.0,0.0,0.0,282.0,9.4,1006.6,2,3,2020,21,19,On-Time,0,0,1
-7,5.2,0.6,14.4,0.0,0.0,109.0,15.5,1018.0,2,3,2022,20,59,On-Time,0,0,1
-17,12.5,5.6,23.3,0.0,0.0,240.0,16.6,1017.1,2,3,2022,15,9,Early,0,0,0
1,9.3,-0.5,17.2,0.0,0.0,338.0,6.8,1015.7,2,3,2022,23,29,On-Time,0,1,0
142,-5.4,-16.0,-3.8,0.0,0.0,325.0,19.4,1023.8,3,3,2019,21,20,Severely Late,0,0,1
4,-5.4,-16.0,-3.8,0.0,0.0,325.0,19.4,1023.8,3,3,2019,11,45,On-Time,0,0,1
-13,3.6,0.0,9.4,0.0,0.0,242.0,18.4,1003.7,3,3,2020,21,19,Early,0,0,1
35,1.1,-2.1,2.2,0.0,0.0,50.0,19.1,1028.9,3,3,2022,20,59,Severely Late,0,0,1
-17,11.9,3.3,22.8,0.0,0.0,222.0,16.6,1013.0,3,3,2022,15,9,Early,0,0,0
1,-14.9,-19.3,-11.0,0.0,0.0,269.0,24.1,1023.3,4,3,2019,21,20,On-Time,0,0,1
-14,5.4,0.0,9.4,0.0,0.0,283.0,12.6,1013.6,4,3,2020,21,19,Early,0,0,1
-26,0.6,-2.1,5.0,0.0,0.0,95.0,14.0,1027.8,4,3,2022,20,58,Early,0,0,1
45,10.7,0.0,18.9,0.0,0.0,217.0,16.9,1003.6,4,3,2022,15,5,Severely Late,0,0,0
6,2.1,-4.9,8.3,0.0,0.0,123.0,8.3,1032.4,4,3,2022,23,19,On-Time,0,1,0
4,-11.2,-13.2,-6.0,0.0,0.0,270.0,24.8,1021.2,5,3,2019,20,45,On-Time,0,0,1
-26,5.5,0.6,11.7,0.0,0.0,220.0,23.0,1014.3,5,3,2020,20,52,Early,0,0,1
25,9.2,3.9,20.6,3.0,0.0,174.0,23.0,1010.9,5,3,2022,20,58,Late,0,0,1
5,3.3,-6.6,4.4,4.6,0.0,44.0,16.9,1009.2,5,3,2022,15,5,On-Time,0,0,0
-2,6.3,-0.5,16.1,0.0,0.0,144.0,12.2,1028.5,5,3,2022,23,19,On-Time,0,1,0
1,-8.7,-12.7,-1.0,0.0,0.0,258.0,19.1,1025.7,6,3,2019,21,20,On-Time,0,0,1
6,2.7,-2.1,4.4,0.0,0.0,358.0,23.0,1026.7,6,3,2020,20,52,On-Time,0,0,1
31,8.6,1.7,15.0,0.5,0.0,267.0,25.2,1012.7,6,3,2022,20,58,Severely Late,0,0,1
119,-5.7,-11.0,-5.5,2.3,80.0,48.0,12.6,1021.2,6,3,2022,15,5,Severely Late,0,0,0
-7,17.1,10.0,25.6,0.0,0.0,206.0,22.3,1018.7,6,3,2022,23,19,On-Time,0,1,0
9,-5.2,-9.9,-2.1,0.0,0.0,43.0,9.7,1027.7,7,3,2019,21,20,On-Time,0,0,1
-8,1.4,-3.8,11.7,0.0,0.0,204.0,17.3,1030.7,7,3,2020,0,6,On-Time,0,0,1
-4,1.3,-1.0,2.2,8.9,30.0,323.0,19.4,1015.5,7,3,2022,20,58,On-Time,0,0,1
-4,-8.4,-16.0,-0.5,0.0,50.0,118.0,9.4,1026.0,7,3,2022,15,5,On-Time,0,0,0
64,20.1,10.6,25.0,0.3,0.0,204.0,28.4,1009.4,7,3,2022,23,19,Severely Late,0,1,0
-4,-2.2,-6.0,3.9,0.0,0.0,91.0,8.6,1021.9,8,3,2019,21,55,On-Time,0,0,1
-24,0.1,-2.7,3.9,0.0,30.0,237.0,11.5,1021.2,8,3,2022,20,58,Early,0,0,1
15,-3.7,-8.8,3.9,0.0,30.0,209.0,12.2,1016.6,8,3,2022,15,5,Late,0,0,0
-12,10.3,5.6,11.7,0.0,0.0,345.0,17.3,1019.7,8,3,2022,23,19,Early,0,1,0
7,0.8,-3.2,6.1,14.2,0.0,111.0,22.7,1007.1,9,3,2019,21,50,On-Time,0,0,1
115,12.8,8.9,13.9,21.1,0.0,200.0,25.2,1015.6,9,3,2020,20,52,Severely Late,0,0,1
-2,1.3,-2.7,5.0,0.0,0.0,265.0,15.5,1017.1,9,3,2022,20,58,On-Time,0,0,1
1,-6.7,-15.5,-5.5,2.8,0.0,353.0,21.6,1016.3,9,3,2022,15,5,On-Time,0,0,0
59,6.1,4.4,7.2,11.7,0.0,50.0,10.8,1015.5,9,3,2022,23,19,Severely Late,0,1,0
-7,7.7,1.7,10.6,0.0,0.0,13.0,13.3,1020.4,10,3,2020,20,52,On-Time,0,0,1
16,-2.3,-5.5,-0.5,0.5,0.0,1.0,10.1,1023.0,10,3,2022,20,58,Late,0,0,1
-2,-14.2,-21.6,-7.1,0.0,50.0,102.0,9.0,1023.3,10,3,2022,15,5,On-Time,0,0,0
-4,5.5,-1.6,11.1,0.0,0.0,21.0,5.0,1020.7,10,3,2022,23,19,On-Time,0,1,0
-4,0.0,-2.7,5.0,0.0,0.0,269.0,15.5,1027.5,11,3,2019,21,50,On-Time,0,0,1
8,4.1,2.2,7.2,0.0,0.0,196.0,9.4,1017.4,11,3,2020,20,52,On-Time,0,0,1
-10,-4.3,-8.8,-0.5,0.3,30.0,283.0,19.4,1018.5,11,3,2022,20,58,On-Time,0,0,1
-27,-9.8,-16.6,0.6,0.0,30.0,162.0,15.1,1025.7,11,3,2022,15,5,Early,0,0,0
4,7.8,0.6,17.8,0.0,0.0,156.0,11.2,1015.2,11,3,2022,23,19,On-Time,0,1,0
-12,1.8,-4.3,9.4,0.0,0.0,183.0,14.8,1025.4,12,3,2019,21,50,Early,0,0,1
0,6.9,2.8,14.4,0.3,0.0,182.0,17.3,1008.5,12,3,2020,20,52,On-Time,0,0,1
12,-8.1,-11.6,-4.9,0.0,0.0,283.0,21.2,1021.4,12,3,2022,20,58,Late,0,0,1
2,1.8,-7.1,15.0,0.0,0.0,251.0,22.3,1017.2,12,3,2022,15,5,On-Time,0,0,0
65,3.9,-5.5,8.9,13.5,0.0,299.0,31.0,1004.8,12,3,2022,23,19,Severely Late,0,1,0
-23,7.2,4.4,14.4,13.7,0.0,169.0,19.1,1010.6,13,3,2019,21,50,Early,0,0,1
-8,6.7,1.1,10.0,0.0,0.0,277.0,22.7,1020.6,13,3,2020,20,52,On-Time,0,0,1
119,12.9,3.9,16.7,10.2,0.0,195.0,32.8,997.6,14,3,2019,21,50,Severely Late,0,0,1
-21,3.9,0.6,4.4,0.3,0.0,34.0,19.8,1032.5,14,3,2020,0,6,Early,0,0,1
-12,9.1,2.8,17.2,0.0,0.0,220.0,15.8,1019.0,14,3,2022,20,58,Early,0,0,1
1,6.9,-1.6,12.8,0.0,0.0,17.0,20.2,1018.5,14,3,2022,15,5,On-Time,0,0,0
66,5.1,-4.3,17.2,0.0,0.0,180.0,9.7,1028.5,14,3,2022,23,19,Severely Late,0,1,0
-6,3.3,0.0,4.4,0.0,0.0,263.0,24.1,1011.2,15,3,2019,21,50,On-Time,0,0,1
6,2.1,-0.5,5.6,0.0,0.0,39.0,16.2,1036.1,15,3,2020,0,6,On-Time,0,0,1
-12,6.2,2.2,12.2,0.0,0.0,50.0,10.1,1021.4,15,3,2022,20,58,Early,0,0,1
-10,8.1,-1.6,21.1,0.0,0.0,238.0,18.4,1016.5,15,3,2022,15,5,On-Time,0,0,0
-4,12.3,1.7,21.7,0.0,0.0,195.0,7.2,1023.5,15,3,2022,23,19,On-Time,0,1,0
-7,1.3,-2.1,5.0,0.0,0.0,278.0,13.7,1025.7,16,3,2019,21,50,On-Time,0,0,1
7,1.7,-1.0,4.4,1.0,0.0,211.0,8.3,1025.9,16,3,2020,20,52,On-Time,0,0,1
23,9.7,2.2,21.1,0.0,0.0,211.0,12.6,1014.6,16,3,2022,20,58,Late,0,0,1
-17,9.6,0.0,12.8,10.4,0.0,23.0,13.7,1010.3,16,3,2022,15,5,Early,0,0,0
0,12.4,2.2,22.2,0.0,0.0,90.0,7.2,1020.9,16,3,2022,23,19,On-Time,0,1,0
-9,1.6,-2.1,6.1,0.0,0.0,275.0,12.2,1024.6,17,3,2019,21,50,On-Time,0,0,1
-25,4.9,2.2,10.0,0.0,0.0,277.0,12.6,1024.2,17,3,2020,20,52,Early,0,0,1
24,14.6,8.3,22.8,0.0,0.0,198.0,12.2,1011.4,17,3,2022,20,58,Late,0,0,1
317,1.3,-1.0,3.3,5.3,100.0,340.0,19.8,1018.9,17,3,2022,15,5,Severely Late,0,0,0
16,13.1,7.8,16.7,2.5,0.0,17.0,9.4,1014.6,17,3,2022,23,19,Late,0,1,0
-7,1.9,-2.7,6.1,0.0,0.0,277.0,12.2,1028.0,18,3,2019,21,50,On-Time,0,0,1
4,5.4,3.9,7.8,7.4,0.0,101.0,11.2,1020.7,18,3,2020,20,52,On-Time,0,0,1
-10,7.0,4.4,8.3,16.3,0.0,35.0,27.7,1009.5,18,3,2022,20,58,On-Time,0,0,1
-11,-0.1,-7.1,6.7,0.0,80.0,199.0,15.1,1019.2,18,3,2022,15,5,Early,0,0,0
108,14.1,5.0,23.9,0.0,0.0,169.0,11.2,1014.8,18,3,2022,23,19,Severely Late,0,1,0
-13,3.7,-1.0,9.4,0.0,0.0,226.0,12.6,1027.8,19,3,2019,21,50,Early,0,0,1
-29,7.1,5.0,17.8,5.6,0.0,142.0,15.5,1012.8,19,3,2020,20,52,Early,0,0,1
-6,4.3,2.8,6.1,1.5,0.0,330.0,15.5,1008.2,19,3,2022,20,58,On-Time,0,0,1
0,5.0,-3.2,13.3,0.0,0.0,179.0,18.4,1016.6,19,3,2022,15,5,On-Time,0,0,0
5,18.4,13.9,24.4,0.0,0.0,196.0,23.4,1007.8,19,3,2022,23,19,On-Time,0,1,0
-2,5.4,3.3,6.7,3.6,0.0,206.0,13.7,1016.8,20,3,2019,21,50,On-Time,0,0,1
-41,8.8,-0.5,17.2,1.5,0.0,347.0,24.8,1019.5,20,3,2020,20,52,Early,0,0,1
-3,7.4,1.1,17.2,0.0,0.0,241.0,10.4,1019.0,20,3,2022,20,58,On-Time,0,0,1
53,9.5,3.3,18.9,0.0,0.0,207.0,20.5,1005.3,20,3,2022,15,5,Severely Late,0,0,0
23,13.8,7.8,14.4,0.0,0.0,306.0,25.9,1013.5,20,3,2022,23,19,Late,0,1,0
-15,4.3,2.2,7.2,0.0,0.0,307.0,18.0,1014.6,21,3,2019,21,50,Early,0,0,1
0,-0.4,-3.2,1.7,0.0,0.0,52.0,16.6,1035.3,21,3,2020,0,6,On-Time,0,0,1
-13,13.3,5.6,23.3,0.0,0.0,200.0,13.7,1017.7,21,3,2022,20,58,Early,0,0,1
8,5.3,-1.6,6.7,0.0,0.0,24.0,30.6,1013.1,21,3,2022,15,5,On-Time,0,0,0
9,12.2,1.7,21.7,0.0,0.0,291.0,11.2,1021.2,21,3,2022,23,19,On-Time,0,1,0
9,4.6,-1.6,7.8,0.0,0.0,13.0,17.6,1019.2,22,3,2019,21,50,On-Time,0,0,1
0,-0.7,-3.2,2.8,4.1,0.0,104.0,11.2,1030.1,22,3,2020,0,6,On-Time,0,0,1
-1,12.1,7.2,13.3,5.6,0.0,89.0,19.1,1011.2,22,3,2022,20,58,On-Time,0,0,1
-1,1.2,-3.2,6.7,0.0,0.0,340.0,31.7,1020.9,22,3,2022,15,5,On-Time,0,0,0
71,12.6,3.3,21.1,0.0,0.0,37.0,6.5,1020.8,22,3,2022,23,19,Severely Late,0,1,0
-18,2.5,-3.8,11.7,0.0,0.0,211.0,7.2,1025.5,23,3,2019,21,50,Early,0,0,1
-42,2.0,0.6,7.2,1.3,80.0,333.0,7.6,1022.1,23,3,2020,20,52,Early,0,0,1
27,11.0,7.8,14.4,9.4,0.0,183.0,13.7,998.2,23,3,2022,20,58,Late,0,0,1
28,3.8,-1.6,12.8,0.0,0.0,339.0,32.0,1018.1,23,3,2022,15,5,Late,0,0,0
18,10.6,6.1,13.3,8.9,0.0,84.0,11.5,1017.3,23,3,2022,23,19,Late,0,1,0
-2,7.5,1.1,10.0,1.3,0.0,113.0,14.0,1020.1,24,3,2019,21,50,On-Time,0,0,1
0,4.2,1.1,9.4,0.0,0.0,80.0,10.4,1019.3,24,3,2020,20,52,On-Time,0,0,1
-7,7.3,3.9,7.8,6.4,0.0,246.0,12.6,1004.4,24,3,2022,20,58,On-Time,0,0,1
-8,8.6,0.0,20.6,0.0,0.0,263.0,19.8,1013.9,24,3,2022,15,5,On-Time,0,0,0
6,11.1,8.3,13.9,1.0,0.0,2.0,10.1,1009.6,24,3,2022,23,19,On-Time,0,1,0
-10,2.2,-3.2,5.6,0.0,0.0,25.0,28.1,1025.1,25,3,2019,21,50,On-Time,0,0,1
0,5.9,0.0,14.4,0.0,0.0,220.0,11.9,1013.1,25,3,2020,20,52,On-Time,0,0,1
16,5.2,1.7,8.3,0.3,0.0,276.0,24.1,1006.2,25,3,2022,20,58,Late,0,0,1
-14,8.4,-1.6,17.2,0.0,0.0,72.0,13.7,1018.6,25,3,2022,15,5,Early,0,0,0
13,11.6,5.0,17.2,0.0,0.0,320.0,12.6,1005.6,25,3,2022,23,19,Late,0,1,0
-13,1.6,-4.9,8.9,0.0,0.0,79.0,7.9,1030.6,26,3,2019,21,50,Early,0,0,1
0,9.1,3.3,11.1,0.0,0.0,30.0,17.3,1010.2,26,3,2020,20,52,On-Time,0,0,1
-9,0.7,-3.2,1.7,0.0,0.0,310.0,23.4,1011.4,26,3,2022,20,58,On-Time,0,0,1
1,12.8,0.6,25.6,0.0,0.0,258.0,18.4,1011.1,26,3,2022,15,2,On-Time,0,0,0
11,8.9,3.3,10.6,0.0,0.0,286.0,16.9,1002.9,26,3,2022,23,19,Late,0,1,0
-11,5.4,-1.6,15.0,0.3,0.0,185.0,19.4,1024.4,27,3,2019,21,50,Early,0,0,1
0,5.4,2.8,10.0,8.4,0.0,48.0,16.6,1011.7,27,3,2020,20,52,On-Time,0,0,1
-4,10.1,0.6,22.8,0.0,0.0,325.0,13.3,1010.3,27,3,2022,15,11,On-Time,0,0,0
-16,-1.7,-5.5,2.2,0.0,0.0,325.0,14.4,1021.4,27,3,2022,22,19,Early,0,0,1
-3,4.4,-0.5,6.1,0.0,0.0,304.0,29.2,1010.0,27,3,2022,23,37,On-Time,0,1,0
-27,11.8,6.7,18.3,0.0,0.0,203.0,19.4,1016.7,28,3,2019,21,50,Early,0,0,1
-42,9.3,6.7,19.4,37.6,0.0,80.0,14.8,1004.2,28,3,2020,0,28,Early,0,0,1
-5,14.9,4.4,26.7,0.0,0.0,244.0,13.7,1002.9,28,3,2022,15,6,On-Time,0,0,0
-16,-1.9,-5.5,1.7,0.0,0.0,30.0,14.8,1025.7,28,3,2022,21,59,Early,0,0,1
-3,0.8,-3.2,4.4,0.0,0.0,315.0,28.4,1017.3,28,3,2022,23,37,On-Time,0,1,0
-25,8.2,2.8,13.9,8.1,0.0,40.0,13.7,1017.1,29,3,2019,21,50,Early,0,0,1
0,10.8,6.7,17.2,0.0,0.0,239.0,33.5,1002.2,29,3,2020,20,48,On-Time,0,0,1
19,10.6,-1.0,12.8,4.3,0.0,347.0,23.4,997.2,29,3,2022,15,6,Late,0,0,0
170,0.8,-1.6,6.7,0.0,0.0,110.0,24.1,1019.9,29,3,2022,21,59,Severely Late,0,0,1
-12,0.1,-5.5,8.3,0.0,0.0,321.0,15.1,1024.5,29,3,2022,23,37,Early,0,1,0
1,4.3,-1.6,7.2,1.8,0.0,2.0,20.9,1013.2,30,3,2019,21,50,On-Time,0,0,1
0,7.4,3.9,10.6,0.0,0.0,309.0,16.9,1018.7,30,3,2020,20,48,On-Time,0,0,1
-8,0.7,-4.9,8.9,0.0,0.0,33.0,14.8,1009.3,30,3,2022,15,6,On-Time,0,0,0
-6,10.0,6.7,15.6,28.7,0.0,175.0,18.7,996.4,30,3,2022,21,59,On-Time,0,0,1
-14,5.6,-2.7,16.1,0.5,0.0,129.0,10.8,1019.8,30,3,2022,23,37,Early,0,1,0
-21,-0.7,-4.9,4.4,0.0,0.0,328.0,18.4,1025.5,31,3,2019,20,55,Early,0,0,1
0,4.3,2.8,6.1,0.0,0.0,22.0,20.2,1018.1,31,3,2020,20,48,On-Time,0,0,1
-22,5.6,0.0,6.7,0.0,0.0,293.0,22.7,1021.3,31,3,2021,21,36,Early,0,0,1
-11,5.5,-3.2,16.7,0.0,0.0,191.0,14.8,1006.9,31,3,2022,15,6,Early,0,0,0
36,6.7,0.6,8.9,12.4,0.0,290.0,16.2,996.2,31,3,2022,21,59,Severely Late,0,0,1
86,17.6,12.8,25.0,10.4,0.0,180.0,24.5,1002.8,31,3,2022,23,37,Severely Late,0,1,0
-2,1.7,-3.2,9.4,0.0,0.0,193.0,20.5,1024.2,1,4,2019,21,2,On-Time,0,0,1
0,5.9,3.3,11.7,0.0,0.0,23.0,11.2,1018.6,1,4,2020,20,48,On-Time,0,0,1
0,0.8,-4.3,4.4,0.0,0.0,15.0,18.7,1032.1,1,4,2021,21,36,On-Time,0,0,1
3,8.5,0.6,13.3,0.0,0.0,37.0,16.9,1008.5,1,4,2022,15,6,On-Time,0,0,0
47,2.6,-0.5,7.8,0.0,0.0,318.0,14.4,1015.9,1,4,2022,21,59,Severely Late,0,0,1
85,12.7,6.7,16.1,1.0,0.0,304.0,24.1,1007.9,1,4,2022,23,37,Severely Late,0,1,0
-20,7.1,3.9,12.8,0.0,0.0,228.0,22.7,1016.0,2,4,2019,21,2,Early,0,0,1
0,7.7,1.1,16.1,0.0,0.0,84.0,7.9,1020.7,2,4,2020,20,48,On-Time,0,0,1
-17,2.2,-3.2,10.6,0.0,0.0,205.0,14.0,1031.5,2,4,2021,21,46,Early,0,0,1
-17,6.9,-1.0,20.6,0.0,0.0,178.0,12.2,1012.8,2,4,2022,15,11,Early,0,0,0
-8,7.7,1.1,14.4,0.0,0.0,265.0,9.4,1018.4,2,4,2022,23,37,On-Time,0,1,0
-10,7.5,2.8,14.4,0.0,0.0,251.0,15.1,1023.1,3,4,2019,21,2,On-Time,0,0,1
0,12.7,7.8,21.1,0.0,0.0,114.0,10.4,1017.1,3,4,2020,20,48,On-Time,0,0,1
-20,10.7,4.4,21.7,0.0,0.0,228.0,20.9,1020.7,3,4,2021,18,33,Early,0,0,1
5,9.1,1.7,11.1,0.0,0.0,95.0,13.0,1012.3,3,4,2022,15,11,On-Time,0,0,0
43,4.4,0.6,10.0,4.3,0.0,41.0,8.3,1016.7,3,4,2022,22,4,Severely Late,0,0,1
1,9.8,4.4,15.6,0.0,0.0,310.0,17.3,1011.5,3,4,2022,23,37,On-Time,0,1,0
1,7.8,3.9,8.3,6.4,0.0,72.0,15.8,1026.1,4,4,2019,21,2,On-Time,0,0,1
0,8.7,2.8,11.1,1.5,0.0,354.0,12.2,1019.0,4,4,2020,20,48,On-Time,0,0,1
14,15.4,6.1,24.4,0.0,0.0,190.0,9.4,1019.0,4,4,2021,21,46,Late,0,0,1
-12,8.8,0.0,19.4,0.0,0.0,206.0,14.4,1004.6,4,4,2022,15,6,Early,0,0,0
-30,6.7,4.4,11.1,2.3,0.0,225.0,15.1,1010.8,4,4,2022,21,59,Early,0,0,1
4,7.1,-1.0,13.3,0.0,0.0,352.0,6.1,1017.6,4,4,2022,23,37,On-Time,0,1,0
146,6.4,3.9,13.9,0.0,0.0,87.0,5.8,1019.3,5,4,2019,21,2,Severely Late,0,0,1
-12,5.6,1.7,11.1,0.0,0.0,39.0,13.7,1022.0,5,4,2020,20,48,Early,0,0,1
-18,19.4,15.6,24.4,0.0,0.0,207.0,18.7,1012.5,5,4,2021,21,36,Early,0,0,1
-28,12.1,0.6,16.1,0.0,0.0,315.0,32.0,998.2,5,4,2022,15,6,Early,0,0,0
18,7.5,3.3,11.7,1.3,0.0,92.0,15.1,1006.7,5,4,2022,21,59,Late,0,0,1
514,9.6,6.7,12.2,21.3,0.0,84.0,8.6,1013.8,5,4,2022,23,37,Severely Late,0,1,0
